ep,delta_required,success,status,message
23,0.5476807122450978,True,0,Optimization terminated successfully
23,0.6995379615369709,True,0,Optimization terminated successfully
23,0.5180221719609587,True,0,Optimization terminated successfully
23,0.9319539958053034,True,0,Optimization terminated successfully
23,0.3768280011947197,True,0,Optimization terminated successfully
23,0.81888341198728,True,0,Optimization terminated successfully
23,0.34589586915015,True,0,Optimization terminated successfully
23,0.8749787432923715,True,0,Optimization terminated successfully
23,0.3036659317215271,True,0,Optimization terminated successfully
23,0.5587801319357489,True,0,Optimization terminated successfully
23,0.337739058292313,True,0,Optimization terminated successfully
23,0.8630322850985386,True,0,Optimization terminated successfully
23,0.4488262258816275,True,0,Optimization terminated successfully
23,0.8091921109387455,True,0,Optimization terminated successfully
23,0.24646026963822346,True,0,Optimization terminated successfully
23,0.8500578137141453,True,0,Optimization terminated successfully
23,0.4358637023978261,True,0,Optimization terminated successfully
23,0.900290032458461,True,0,Optimization terminated successfully
23,0.3323639266882788,True,0,Optimization terminated successfully
23,0.7138037106371454,True,0,Optimization terminated successfully
23,0.3860675026169905,True,0,Optimization terminated successfully
23,0.44493218089165476,True,0,Optimization terminated successfully
23,0.6201349503584982,True,0,Optimization terminated successfully
23,0.6353832140672357,True,0,Optimization terminated successfully
23,0.23418192434245502,True,0,Optimization terminated successfully
23,0.9369464247991803,True,0,Optimization terminated successfully
23,0.574391661279143,True,0,Optimization terminated successfully
23,0.379510164814341,True,0,Optimization terminated successfully
23,0.6971494786218695,True,0,Optimization terminated successfully
23,0.21297271856738104,True,0,Optimization terminated successfully
23,0.6481028522473784,True,0,Optimization terminated successfully
23,0.25807735831227047,True,0,Optimization terminated successfully
23,0.501121753371084,True,0,Optimization terminated successfully
23,0.3399893412911248,True,0,Optimization terminated successfully
23,0.474611466711084,True,0,Optimization terminated successfully
23,0.6998734463149917,True,0,Optimization terminated successfully
23,1.0015266638047673,True,0,Optimization terminated successfully
23,0.8352974378854114,True,0,Optimization terminated successfully
23,0.17808492627724504,True,0,Optimization terminated successfully
23,0.8522658407867967,True,0,Optimization terminated successfully
23,0.28707929421195594,True,0,Optimization terminated successfully
23,0.8165118904936138,True,0,Optimization terminated successfully
23,0.21674488234280603,True,0,Optimization terminated successfully
23,0.2714601523972923,True,0,Optimization terminated successfully
26,0.46181783227249334,True,0,Optimization terminated successfully
26,0.1776074923116926,True,0,Optimization terminated successfully
26,0.349318950281726,True,0,Optimization terminated successfully
26,0.4535772551847325,True,0,Optimization terminated successfully
26,0.29178960873735055,True,0,Optimization terminated successfully
26,0.22097062017392932,True,0,Optimization terminated successfully
26,0.2944536565065259,True,0,Optimization terminated successfully
26,0.3360211043158371,True,0,Optimization terminated successfully
26,0.3542687383257259,True,0,Optimization terminated successfully
26,0.35534881426682285,True,0,Optimization terminated successfully
26,0.2113385484814231,True,0,Optimization terminated successfully
26,0.2494004408733001,True,0,Optimization terminated successfully
26,0.2641701934721406,True,0,Optimization terminated successfully
26,0.2614803799068557,True,0,Optimization terminated successfully
26,0.2455330631282517,True,0,Optimization terminated successfully
26,0.2193535935872363,True,0,Optimization terminated successfully
26,0.18523959851617613,True,0,Optimization terminated successfully
29,0.22800680739464718,True,0,Optimization terminated successfully
29,0.40159148337214984,True,0,Optimization terminated successfully
29,0.5552815262137138,True,0,Optimization terminated successfully
29,0.6832276532399608,True,0,Optimization terminated successfully
29,0.7800817982580759,True,0,Optimization terminated successfully
29,0.8397096759181326,True,0,Optimization terminated successfully
29,0.8495399193597009,True,0,Optimization terminated successfully
29,0.9456657449578338,True,0,Optimization terminated successfully
29,1.0772606293982334,True,0,Optimization terminated successfully
29,1.1838512346592676,True,0,Optimization terminated successfully
